45897919,14047,20978,48,-49,0,
45897924,14047,20978,48,-49,0,
45897929,14047,20963,49,-49,0,
45897934,14035,20949,49,-49,0,
45897939,14035,20933,49,-49,0,
45897944,14035,20914,49,-49,0,
45897949,14035,20893,48,-47,0,
45897954,14043,20871,48,-47,0,
45897959,14043,20848,48,-47,0,
45897964,14043,20830,49,-46,0,
45897969,14043,20812,49,-46,0,
45897974,14053,20793,49,-44,0,
45897979,14053,20772,49,-44,0,
45897984,14064,20751,50,-43,0,
45897989,14064,20737,48,-43,0,
45897994,14071,20723,49,-42,0,
45897999,14083,20711,48,-41,0,
45898004,14096,20702,47,-40,0,
45898009,14112,20693,47,-40,0,
45898014,14134,20693,48,-39,0,
45898019,14152,20693,47,-38,0,
45898024,14173,20704,47,-38,0,
45898029,14196,20713,47,-36,0,
45898034,14221,20726,47,-36,0,
45898039,14244,20740,46,-35,0,
45898044,14268,20756,45,-35,0,
45898049,14286,20775,45,-35,0,
45898054,14303,20790,44,-35,0,
45898059,14320,20802,42,-35,0,
45898064,14328,20809,42,-35,0,
45898069,14336,20809,41,-37,0,
45898074,14336,20819,41,-37,0,
45898079,14336,20819,41,-37,0,
45898084,14329,20819,39,-36,0,
45898089,14329,20819,39,-38,0,
45898094,14322,20826,38,-38,0,
45898099,14322,20826,38,-38,0,
45898104,14322,20838,38,-38,0,
45898109,14322,20857,38,-38,0,
45898114,14322,20877,38,-38,0,
45898119,14337,20902,38,-38,0,
45898124,14348,20931,38,-39,0,
45898129,14362,20960,38,-39,0,
45898134,14372,20993,38,-39,0,
45898139,14385,21028,38,-39,0,
45898144,14398,21064,38,-39,0,
45898149,14412,21099,38,-39,0,
45898154,14431,21137,37,-40,0,
45898159,14445,21172,37,-40,0,
45898164,14459,21206,37,-41,0,
45898169,14470,21238,35,-42,0,
45898174,14480,21264,34,-43,0,
45898179,14489,21289,34,-43,0,
45898184,14497,21314,35,-44,0,
45898189,14497,21336,35,-44,0,
45898194,14505,21360,34,-45,0,
45898199,14505,21382,34,-45,0,
45898204,14513,21401,34,-45,0,
45898209,14513,21421,33,-47,0,
45898214,14513,21441,33,-47,0,
45898219,14513,21463,31,-47,0,
45898224,14513,21488,31,-47,0,
45898229,14523,21514,31,-47,0,
45898234,14523,21542,31,-48,0,
45898239,14538,21571,31,-48,0,
45898244,14545,21601,31,-47,0,
45898249,14552,21631,31,-47,0,
45898254,14561,21657,31,-45,0,
45898259,14570,21682,32,-43,0,
45898264,14584,21703,32,-41,0,
45898269,14596,21722,33,-41,0,
45898274,14606,21738,33,-39,0,
45898279,14620,21747,32,-37,0,
45898284,14632,21747,34,-36,0,
45898289,14648,21754,33,-34,0,
45898294,14663,21754,34,-34,0,
45898299,14674,21745,33,-32,0,
45898304,14684,21738,34,-30,0,
45898309,14692,21729,34,-30,0,
45898314,14699,21721,34,-28,0,
45898319,14706,21713,34,-25,0,
45898321,14706,21713,34,-25,109,
45898326,14706,21704,35,-24,123,
45898331,14706,21704,35,-24,129,
45898336,14706,21704,34,-25,132,
45898341,14706,21704,34,-25,147,
45898346,14706,21693,34,-25,111,
45898351,14706,21684,35,-27,210,
45898356,14716,21676,35,-27,248,
45898361,14716,21665,35,-27,273,
45898367,14716,21655,35,-27,298,
45898372,14728,21644,35,-27,320,
45898377,14728,21628,35,-27,344,
45898382,14738,21611,35,-27,366,
45898387,14738,21594,34,-28,372,
45898392,14748,21577,34,-28,378,
45898397,14748,21563,34,-28,395,
45898402,14764,21545,34,-28,419,
45898407,14773,21525,34,-28,440,
45898412,14781,21498,34,-30,453,
45898417,14790,21468,34,-30,472,
45898422,14790,21435,34,-30,488,
45898427,14803,21402,34,-30,502,
45898432,14811,21368,34,-30,530,
45898437,14818,21331,34,-30,546,
45898442,14826,21287,32,-31,569,
45898447,14826,21243,32,-31,577,
45898452,14837,21201,31,-32,575,
45898457,14850,21156,31,-32,604,
45898462,14860,21114,31,-32,619,
45898467,14874,21065,31,-32,632,
45898472,14882,21008,31,-32,636,
45898477,14882,20953,31,-32,636,
45898482,14889,20897,31,-32,650,
45898487,14896,20840,31,-32,676,
