9,1,40,
46.4516129,37.02508961,7.240143369,9.283154122,9,417.6666667,99,0.013090883,8.151638081,2
37.58354756,28.97172237,9.511568123,23.93316195,4,234.5,411,0.05608324,8.237745903,3
43.26404927,31.98614319,10.00769823,14.74210931,6,417.6666667,169,0.028418483,9.663547305,3
38.02008608,29.66284075,10.50932568,21.80774749,6,129,130,0.035058924,7.909752778,4
38.08532778,38.03329865,6.191467222,17.68990635,5,93,47,0.066006207,8.493638409,4
38.39263498,34.00099527,11.43319234,16.17317741,17,321,1463,0.040929801,10.69305647,4
40.01668521,39.48832036,7.869855395,12.62513904,8,277.375,689,0.023415265,10.2486448,4
43.02169837,23.09134744,11.51888561,22.36806858,7,475.8571429,692,0.07439116,9.788627955,4
45.68739054,27.97723292,6.020140105,20.31523643,3,329.3333333,850,0.040838386,10.17536466,4
46.61162711,41.45166839,4.231166151,7.705538356,3,316.3333333,70,0.015921978,8.986902851,4
36.32365875,27.59894459,11.78540018,24.29199648,13,182.3076923,108,0.038147647,7.383133473,5
36.57505285,36.36363636,10.4298802,16.63143058,3,204.6666667,157,0.008340078,9.301518824,5
38.61607143,18.30357143,24.07924107,19.00111607,8,236,194,0.064336427,8.929283535,5
39.53695459,27.01098249,13.62422084,19.82784209,4,316.75,920,0.015484325,10.12319408,5
43.19213313,36.45990923,10.09833585,10.24962179,3,164.3333333,195,0.082809136,9.475263556,5
43.27934072,36.28871839,3.1543052,17.27763569,10,515.9,225,0.081556472,9.05968193,5
43.666136,21.17352741,12.39481465,22.76552195,5,785.8,1007,0.018538731,9.90270263,5
46.04660426,23.48137821,13.4634535,17.00856403,3,543.3333333,1565,0.02986703,12.23486175,5
37.08386009,28.5503582,16.58238517,17.78339654,17,260.7058824,417,0.035333158,9.759139578,6
37.69478775,36.19022031,12.70822139,13.40677055,8,256.25,408,0.058541325,9.323049544,6
37.73111162,34.17028076,17.37046336,10.72814426,9,154.8888889,203,0.016722387,8.687012141,6
38.29329509,36.64395841,10.50555755,14.55718896,6,123,50,0.065073994,8.717571198,6
39.10327905,33.99509257,16.64064243,10.26098595,9,361.7777778,519,0.070442174,8.901255514,6
39.29188256,25.87795049,17.78929188,17.04087507,3,283.6666667,256,0.066096002,9.364935238,6
39.63963964,34.48648649,10.45045045,15.42342342,6,143,113,0.029200812,8.203838325,6
39.70023059,18.21675634,18.56264412,23.52036895,5,249.4,707,0.048661482,9.882254349,6
40.01418943,33.16779,9.08123448,17.73678609,13,100.9230769,132,0.039204233,9.935962093,6
40.5462742,34.4205781,14.45239989,10.58074781,5,154.4,727,0.041312901,10.33726443,6
41.91474161,36.41343177,9.264110503,12.40771612,8,240.625,189,0.053198819,9.275298713,6
44.46165763,23.8832946,12.57423186,19.0808159,4,175.25,723,0.054993046,10.86484646,6
37.37883683,32.89579968,24.41437803,5.31098546,9,138.5555556,309,0.063141735,8.403221359,7
37.48665005,28.15948736,18.9747241,15.37913848,6,132,147,0.082706764,8.288177357,7
37.69819574,33.24220886,17.27720066,11.78239475,10,226.5,148,0.052661041,8.68835707,7
40.58455115,30.02087683,10.43841336,18.95615866,6,98.16666667,51,0.059485177,8.659276433,7
40.78864353,32.99684543,15.17350158,11.04100946,3,176,332,0.01551462,11.06774242,7
47.40475582,29.55765789,7.977499361,15.06008693,9,207.4444444,326,0.058332753,10.02523338,7
36.51599797,28.0345353,21.33062468,14.11884205,9,166.3333333,3,0.027682984,9.295085173,8
37.55153822,34.44338725,19.47351729,8.531557247,9,185.3333333,68,0.048064732,8.710817717,8
39.75947522,28.35276968,14.03061224,17.85714286,6,102,64,0.0497196,7.91186883,8
40.03174603,28.31746032,13.74603175,17.9047619,13,105.8461538,48,0.075810665,8.809732125,8
