9,1,73
28.40798442,37.09834469,10.46738072,24.02629017,6,221.6666667,682,0.023567364,11.2572374,1, 
46.4516129,37.02508961,7.240143369,9.283154122,9,417.6666667,99,0.013090883,8.151638081,1,
29.8632554,20.99691222,11.29245699,37.84737539,9,278.1111111,73,0.015385923,8.836952707,1,
31.78495638,16.22258901,20.01886348,31.97359113,8,419.125,755,0.047804235,8.889792134,1,
37.58354756,28.97172237,9.511568123,23.93316195,4,234.5,411,0.05608324,8.237745903,1,
29.15872584,23.68635992,15.08303839,32.07187585,4,316.5,399,0.028855883,8.933947058,1,
43.26404927,31.98614319,10.00769823,14.74210931,6,417.6666667,169,0.028418483,9.663547305,1,
23.93911439,26.10701107,10.88560886,39.06826568,8,320.75,50,0.021364738,8.782766896,1,
30.46199702,30.43219076,18.0923994,21.01341282,16,115.75,30,0.066144031,8.359012402,1,
30.13561583,27.02312139,12.19430858,30.6469542,9,545.2222222,1821,0.020362063,10.38132689,1,
38.39263498,34.00099527,11.43319234,16.17317741,17,321,1463,0.040929801,10.69305647,1,
33.52705411,36.61322645,10.76152305,19.09819639,6,232.8333333,921,0.030019605,10.61131559,1,
45.68739054,27.97723292,6.020140105,20.31523643,3,329.3333333,850,0.040838386,10.17536466,1,
43.02169837,23.09134744,11.51888561,22.36806858,7,475.8571429,692,0.07439116,9.788627955,1,
40.01668521,39.48832036,7.869855395,12.62513904,8,277.375,689,0.023415265,10.2486448,1,
46.04660426,23.48137821,13.4634535,17.00856403,3,543.3333333,1565,0.02986703,12.23486175,2,
43.666136,21.17352741,12.39481465,22.76552195,5,785.8,1007,0.018538731,9.90270263,2,
28.99231426,16.82322801,27.9675491,26.21690863,11,344.8181818,1004,0.073907201,10.74709421,2,
30.6606668,30.51748824,18.55185109,20.26999386,5,278,968,0.034761621,10.99674222,2,
39.53695459,27.01098249,13.62422084,19.82784209,4,316.75,920,0.015484325,10.12319408,2,
33.43982961,11.14660987,37.91267306,17.50088747,5,157,571,0.013733862,11.02078171,2,
28.76219825,21.82845403,17.28299949,32.12634823,9,312.2222222,465,0.040822464,10.29886977,2,
36.13171166,30.94037378,19.54909522,13.37881934,6,194.3333333,439,0.017596621,9.680672599,2,
43.27934072,36.28871839,3.1543052,17.27763569,10,515.9,225,0.081556472,9.05968193,2,
43.19213313,36.45990923,10.09833585,10.24962179,3,164.3333333,195,0.082809136,9.475263556,2,
38.61607143,18.30357143,24.07924107,19.00111607,8,236,194,0.064336427,8.929283535,2,
36.57505285,36.36363636,10.4298802,16.63143058,3,204.6666667,157,0.008340078,9.301518824,2,
36.32365875,27.59894459,11.78540018,24.29199648,13,182.3076923,108,0.038147647,7.383133473,2,
31.60493827,23.42151675,15.66137566,29.31216931,3,166.3333333,72,0.068293391,7.422362622,2,
32.80204017,28.62607587,11.60344278,26.96844119,10,252,64,0.014951896,9.002232876,2,
40.5462742,34.4205781,14.45239989,10.58074781,5,154.4,727,0.041312901,10.33726443,2,
44.46165763,23.8832946,12.57423186,19.0808159,4,175.25,723,0.054993046,10.86484646,2,
