4,1,25,,,,,,,,
33.32408435,34.21198668,6.354051054,26.10987791,1,,,,,, 
38.02008608,29.66284075,10.50932568,21.80774749,1,,,,,,
46.61162711,41.45166839,4.231166151,7.705538356,1,,,,,,
38.08532778,38.03329865,6.191467222,17.68990635,1,,,,,,
29.75912976,45.37684538,8.275058275,16.58896659,1,,,,,,
40.01418943,33.16779,9.08123448,17.73678609,2,,,,,,
31.84764992,19.42193409,14.72177202,34.00864398,2,,,,,,
39.63963964,34.48648649,10.45045045,15.42342342,2,,,,,,
22.60869565,31.35549872,12.42966752,33.60613811,2,,,,,,
12.46189024,21.2652439,31.05945122,35.21341463,2,,,,,,
38.29329509,36.64395841,10.50555755,14.55718896,2,,,,,,
28.98056597,29.08285032,26.28707808,15.64950563,2,,,,,,
30.43206011,33.68816531,14.24546024,21.63431434,2,,,,,,
31.42857143,33.60544218,7.448979592,27.5170068,2,,,,,,
29.54856361,9.393524852,37.20930233,23.84860921,2,,,,,,
36.26373626,39.27685218,13.75398795,10.70542361,3,,,,,,
36.14323014,31.40619172,15.47929877,16.97127937,3,,,,,,
40.03174603,28.31746032,13.74603175,17.9047619,3,,,,,,
30.76176613,37.11790393,12.61523532,19.50509461,3,,,,,,
34.2807171,35.54875383,19.67643201,10.49409707,3,,,,,,
35.07145616,35.26458092,21.78447277,7.879490151,3,,,,,,
33.76507369,31.35328272,24.29656096,10.58508263,3,,,,,,
36.51599797,28.0345353,21.33062468,14.11884205,3,,,,,,
33.33333333,28.13990461,15.95124536,22.57551669,3,,,,,,
35.90084108,35.85657371,14.47543161,13.76715361,3,,,,,,
